1.51758313940197E+018,-0.038918,0.010858,1.034926,1.0357144068
1.51758313940198E+018,-0.038918,0.010858,1.034926,1.0357144068
1.51758313940199E+018,-0.036844,0.0122,1.02358,1.0243155455
1.51758313940199E+018,-0.036844,0.0122,1.02358,1.0243155455
1.51758313940205E+018,-0.036844,0.0122,1.02358,1.0243155455
1.51758313940783E+018,-0.036844,0.0122,1.02358,1.0243155455
1.51758313941192E+018,-0.03843,0.009272,1.025654,1.0264155896
1.51758313941431E+018,-0.029768,0.011956,1.021994,1.0224973427
1.51758313941984E+018,-0.029768,0.011956,1.021994,1.0224973427
1.51758313941985E+018,-0.029768,0.011956,1.021994,1.0224973427
1.51758313941987E+018,-0.036112,0.013176,1.027484,1.0282028272
1.51758313941987E+018,-0.036112,0.013176,1.027484,1.0282028272
1.51758313942585E+018,-0.036112,0.013176,1.027484,1.0282028272
1.51758313942586E+018,-0.032452,0.009028,1.018456,1.0190128856
1.51758313942588E+018,-0.032452,0.009028,1.018456,1.0190128856
1.51758313942589E+018,-0.032452,0.009028,1.018456,1.0190128856
1.51758313942591E+018,-0.032452,0.009028,1.018456,1.0190128856
1.51758313942834E+018,-0.036722,0.010736,1.021018,1.021734566
1.51758313942836E+018,-0.036722,0.010736,1.021018,1.021734566
1.51758313942837E+018,-0.036722,0.010736,1.021018,1.021734566
1.51758313942837E+018,-0.036722,0.010736,1.021018,1.021734566
1.51758313942844E+018,-0.036722,0.009638,1.032852,1.0335495393
1.51758313943115E+018,-0.028548,0.009638,1.032852,1.0332914077
1.51758313943116E+018,-0.028548,0.009638,1.032852,1.0332914077
1.51758313943376E+018,-0.028548,0.009638,1.032852,1.0332914077
1.5175831394338E+018,-0.032818,0.01037,1.020164,1.0207444072
1.51758313943662E+018,-0.032818,0.01037,1.020164,1.0207444072
1.51758313944004E+018,-0.032818,0.01037,1.020164,1.0207444072
1.51758313944434E+018,-0.032818,0.01037,1.020164,1.0207444072
1.51758313944435E+018,-0.032818,0.008418,1.030168,1.0307249837
1.51758313944437E+018,-0.032818,0.008418,1.030168,1.0307249837
1.51758313944718E+018,-0.033306,0.015372,1.01687,1.0175314172
1.51758313944914E+018,-0.033306,0.015372,1.01687,1.0175314172
1.51758313945107E+018,-0.033306,0.015372,1.01687,1.0175314172
1.51758313945108E+018,-0.030622,0.014884,1.033096,1.0336568993
