1518863323297240000,0.404138893,2.943786898
1518863323297330000,0.378504801,2.951743009
1518863323297350000,0.38900656,2.959027249
1518863323297390000,0.366815392,2.964913797
1518863323317120000,0.378336784,2.97246282
1518863323317170000,0.375978166,2.979408845
1518863323322350000,0.337862049,2.985363826
1518863323322360000,0.304866738,2.991531467
1518863323322370000,0.273665064,2.997765239
1518863323322390000,0.242924037,3.006694531
1518863323337360000,0.204134524,3.015255672
1518863323337370000,0.168562101,3.020710076
1518863323337390000,0.133168342,3.026171019
1518863323337400000,0.146327368,3.027853444
1518863323356400000,0.180072222,3.030446301
1518863323356420000,0.217159322,3.029438964
1518863323356430000,0.251910489,3.028331015
1518863323366870000,0.286008488,3.02531148
1518863323366890000,0.324059018,3.022476212
1518863323366910000,0.309094083,3.016581391
1518863323371920000,0.309773923,3.011387849
1518863323376720000,0.312299568,3.006277157
1518863323406800000,0.307126719,3.000405595
1518863323412210000,0.302970849,2.994579427
1518863323412230000,0.319702337,2.990510718
1518863323412250000,0.305892433,2.985092012
1518863323412260000,0.296617783,2.978792261
1518863323422340000,0.31492278,2.973713236
1518863323422370000,0.292072762,2.966047697
1518863323422390000,0.329766945,2.961096834
1518863323432420000,0.339636696,2.9544709
1518863323432430000,0.358804198,2.948260933
1518863323441740000,0.394431187,2.944090882
1518863323441770000,0.399409197,2.938547765
1518863323441780000,0.400749667,2.932839821
1518863323451480000,0.37766741,2.924376642
1518863323462330000,0.411942398,2.918467395
1518863323462340000,0.438563735,2.910830803
1518863323462350000,0.463842086,2.903130265
1518863323467110000,0.430096647,2.8957281
1518863323471670000,0.396301338,2.888325565
1518863323471680000,0.36282484,2.880932606
1518863323487180000,0.35207688,2.874540485
1518863323491610000,0.345071552,2.866261815
1518863323491630000,0.355459796,2.858753625
1518863323496380000,0.32797046,2.848531948
1518863323506890000,0.314871228,2.8389487
1518863323506910000,0.338549388,2.83099716
1518863323506960000,0.357789099,2.819770623
1518863323511520000,0.334754955,2.806663061
1518863323521670000,0.307694017,2.790749206
1518863323531790000,0.341334037,2.77751369
1518863323531810000,0.363616388,2.762419021
1518863323531820000,0.394094228,2.747688364
1518863323541330000,0.406091846,2.729554183
1518863323551950000,0.444402407,2.712568183
1518863323557010000,0.467112278,2.69466223
1518863323557040000,0.503697267,2.677348082
1518863323561390000,0.537588275,2.663226569
1518863323567170000,0.505428509,2.646250033
1518863323571930000,0.510500748,2.630884809
1518863323571960000,0.50550589,2.619837456
1518863323576310000,0.487161164,2.608203747
1518863323581790000,0.456679476,2.598939185
1518863323587190000,0.431813804,2.589916503
1518863323593470000,0.405055497,2.580157854
1518863323601540000,0.422467835,2.572338242
1518863323601560000,0.426201698,2.562717684
1518863323607100000,0.447724888,2.553877677
1518863323612280000,0.473334764,2.544618968
1518863323622170000,0.461290149,2.533703394
1518863323622190000,0.489270489,2.523435176
1518863323627150000,0.51273797,2.512838121
1518863323631650000,0.494721669,2.50038894
1518863323646350000,0.511287052,2.496746994
1518863323652550000,0.511345785,2.492366319
1518863323652560000,0.477940017,2.487161056
1518863323656620000,0.466176713,2.482927634
1518863323661740000,0.467285442,2.481605006
1518863323671990000,0.47026775,2.480366724
1518863323672000000,0.440109897,2.478437319
1518863323681530000,0.427676487,2.477311216
1518863323681550000,0.429684559,2.475639437
1518863323681560000,0.42624215,2.473715035
1518863323687120000,0.456841372,2.473374092
1518863323697100000,0.425665875,2.46960747
1518863323697130000,0.42859197,2.467430963
1518863323706810000,0.414544321,2.462290435
1518863323737070000,0.402685045,2.457246905
1518863323741710000,0.364476202,2.452419042
1518863323741740000,0.392802731,2.45068504
1518863323741740000,0.371556286,2.448198677
1518863323741750000,0.381655957,2.447171648
1518863323741760000,0.350787869,2.442349439
1518863323741800000,0.336186709,2.438283928
1518863323747150000,0.363661464,2.434345085
1518863323767080000,0.390834852,2.430393186
1518863323767110000,0.378343043,2.424572354
1518863323777140000,0.367708233,2.41980696
1518863323777230000,0.365170471,2.415424979
1518863323777250000,0.376525704,2.412233421
1518863323777260000,0.387485756,2.409018517
1518863323787480000,0.400317827,2.405982345
1518863323787490000,0.400959307,2.402383104
1518863323791310000,0.428642449,2.400766687
1518863323791380000,0.437792112,2.39829493
1518863323797040000,0.456980201,2.394821767
1518863323806330000,0.459960815,2.390604772
1518863323812400000,0.458855976,2.38566898
1518863323817170000,0.434806337,2.379706699
1518863323817180000,0.432402671,2.374711161
1518863323832270000,0.433752057,2.371241107
1518863323832280000,0.404882444,2.366385521
1518863323842470000,0.432886507,2.3625268
1518863323842510000,0.422890388,2.356915092
1518863323866690000,0.42218718,2.356235105
1518863323866710000,0.387038704,2.353958336
1518863323866720000,0.420369113,2.355221467
1518863323866730000,0.431176942,2.355435445
1518863323866730000,0.461028177,2.353505494
1518863323871520000,0.455856415,2.349960016
1518863323871540000,0.466457973,2.346017823
1518863323882430000,0.477005775,2.342072657
1518863323886430000,0.497841964,2.338598616
1518863323891620000,0.480748525,2.332974423
1518863323897720000,0.496540339,2.328855557
1518863323897770000,0.500602836,2.324649678
1518863323912260000,0.474238427,2.319052008
1518863323921790000,0.453218438,2.316119546
