1.51807409618648E+018,-0.853920464,307
1.51807409619111E+018,-0.8515857295,350
1.51807409619447E+018,-0.8516538458,345
1.51807409620752E+018,-0.8519183167,316
1.5180740962136E+018,-0.8520414708,337
1.51807409621378E+018,-0.8519889561,326
1.51807409621674E+018,-0.8511165028,330
1.51807409622048E+018,-0.85047117,314
1.51807409622514E+018,-0.8496697509,340
1.5180740962318E+018,-0.8492218044,317
1.51807409623856E+018,-0.8487670419,310
1.5180740962403E+018,-0.8483459793,306
1.51807409624381E+018,-0.8474952345,318
1.51807409624957E+018,-0.8487204886,303
1.51807409625394E+018,-0.8496490563,326
1.51807409625927E+018,-0.8491967531,303
1.51807409626485E+018,-0.8487242762,312
1.51807409626887E+018,-0.8483839045,321
1.51807409627537E+018,-0.8454443336,327
1.51807409628163E+018,-0.8426126623,342
1.51807409628634E+018,-0.8428728835,347
1.51807409629067E+018,-0.8431125621,293
1.5180740962942E+018,-0.8422595848,339
1.5180740962988E+018,-0.8411431179,327
1.51807409630786E+018,-0.8386338262,329
1.51807409631118E+018,-0.8377116139,338
1.51807409631393E+018,-0.8383435937,344
1.51807409631883E+018,-0.8394717965,341
1.51807409632446E+018,-0.8406701434,335
1.51807409633006E+018,-0.8418613006,316
1.51807409633372E+018,-0.8426407354,322
1.51807409634049E+018,-0.8413559532,319
1.51807409635037E+018,-0.839481845,308
1.51807409635657E+018,-0.8367869053,313
1.51807409635661E+018,-0.8367683195,301
1.51807409635929E+018,-0.8367757398,335
1.51807409636511E+018,-0.8367918297,313
1.51807409637119E+018,-0.8345773222,300
1.51807409637371E+018,-0.833655739,304
1.5180740963787E+018,-0.8316629225,333
1.5180740963886E+018,-0.8277052262,299
1.51807409639067E+018,-0.827058575,309
1.51807409639392E+018,-0.8260439961,302
1.51807409639881E+018,-0.8245167323,317
1.5180740964053E+018,-0.8211267002,263
1.51807409641653E+018,-0.8152652349,258
1.51807409641874E+018,-0.8131375408,150
1.51807409642432E+018,-0.8077868569,139
1.51807409642718E+018,-0.801022837,64
1.5180740964297E+018,-0.7950773619,25
1.5180740964345E+018,-0.779218018,37
1.51807409643949E+018,-0.7627402392,-46
