1517583139419780000.00,5.0575,6.23,0.28,0.00000000000000000000
1517583139425170000.00,5.0575,6.23,0.28,0.02725903488000000000
1517583139425180000.00,5.0575,6.23,0.28,0.02730952896000000000
1517583139425290000.00,5.0575,6.23,0.28,0.02786625856000000000
1517583139425290000.00,5.0575,6.23,0.28,0.02786625856000000000
1517583139425300000.00,5.0575,6.23,0.28,0.02791675264000000000
1517583139425330000.00,5.1975,6.3175,0.0525,0.02807242816000000000
1517583139425330000.00,5.1975,6.3175,0.0525,0.02807242816000000000
1517583139425400000.00,5.1975,6.3175,0.0525,0.02843700160000000000
1517583139428360000.00,5.1975,6.3175,0.0525,0.04382093632000000000
1517583139428360000.00,5.1975,6.3175,0.0525,0.04382093632000000000
1517583139428370000.00,5.1975,6.3175,0.0525,0.04387282816000000000
1517583139428450000.00,5.1975,6.3175,0.0525,0.04428929344000000000
1517583139428460000.00,5.1975,6.3175,0.0525,0.04434118528000000000
1517583139431050000.00,5.4775,6.265,-0.5075,0.05852764736000000000
1517583139431070000.00,5.4775,6.265,-0.5075,0.05863702208000000000
1517583139431070000.00,5.4775,6.265,-0.5075,0.05863702208000000000
1517583139433760000.00,5.4775,6.265,-0.5075,0.07337176000000000000
1517583139433790000.00,5.4775,6.265,-0.5075,0.07353582208000000000
1517583139437600000.00,5.4775,6.265,-0.5075,0.09440536000000000000
1517583139440720000.00,5.4775,6.265,-0.5075,0.11149445888000000000
1517583139445280000.00,5.4775,6.1425,-0.595,0.13647256000000000000
1517583139445290000.00,5.4775,6.1425,-0.595,0.13652724736000000000
1517583139445300000.00,5.4775,6.1425,-0.595,0.13658193472000000000
1517583139445320000.00,5.4775,6.1425,-0.595,0.13669130944000000000
1517583139448110000.00,5.4775,6.1425,-0.595,0.15197432320000000000
1517583139452030000.00,5.4775,6.1425,-0.595,0.17344542208000000000
1517583139453860000.00,5.5125,5.8975,-0.525,0.18353409088000000000
1517583139458890000.00,5.5125,5.8975,-0.525,0.21126134848000000000
1517583139462660000.00,5.5125,5.8975,-0.525,0.23204409088000000000
1517583139462670000.00,5.5125,5.8975,-0.525,0.23209912768000000000
1517583139462680000.00,5.5125,5.8975,-0.525,0.23215416448000000000
1517583139462680000.00,6.0725,5.88,-1.0325,0.23215416448000000000
1517583139462700000.00,6.0725,5.88,-1.0325,0.23227542016000000000
1517583139465680000.00,6.0725,5.88,-1.0325,0.25037049856000000000
1517583139465690000.00,6.0725,5.88,-1.0325,0.25043268096000000000
1517583139469310000.00,6.0725,5.88,-1.0325,0.27241415936000000000
1517583139478520000.00,6.0725,5.88,-1.0325,0.32834256448000000000
1517583139483010000.00,6.0725,5.88,-1.0325,0.35560799232000000000
1517583139483020000.00,5.74,6.02,-0.6125,0.35566530048000000000
1517583139483040000.00,5.74,6.02,-0.6125,0.35577991680000000000
1517583139483050000.00,5.74,6.02,-0.6125,0.35583722496000000000
1517583139483050000.00,5.74,6.02,-0.6125,0.35583722496000000000
1517583139483060000.00,5.74,6.02,-0.6125,0.35589453312000000000
1517583139483060000.00,5.74,6.02,-0.6125,0.35589453312000000000
1517583139483060000.00,5.74,6.02,-0.6125,0.35589453312000000000
1517583139483090000.00,5.74,6.02,-0.6125,0.35606645760000000000
1517583139483120000.00,5.74,6.02,-0.6125,0.35623985152000000000
1517583139486020000.00,5.285,5.46,0.6475,0.37156618240000000000
1517583139486030000.00,5.285,5.46,0.6475,0.37161894784000000000
1517583139486040000.00,5.285,5.46,0.6475,0.37167171328000000000
1517583139486040000.00,5.285,5.46,0.6475,0.37167171328000000000
1517583139486090000.00,5.285,5.46,0.6475,0.37193554048000000000
1517583139489690000.00,5.285,5.46,0.6475,0.39096221696000000000
1517583139492380000.00,5.285,5.46,0.6475,0.40517776768000000000
1517583139492390000.00,5.285,5.46,0.6475,0.40523053312000000000
1517583139503030000.00,5.4075,5.6525,0.98,0.46276702528000000000
1517583139503040000.00,5.4075,5.6525,0.98,0.46282101376000000000
1517583139503050000.00,5.4075,5.6525,0.98,0.46287500224000000000
1517583139503150000.00,5.4075,5.6525,0.98,0.46341627136000000000
1517583139503160000.00,5.4075,5.6525,0.98,0.46347025984000000000
1517583139503160000.00,5.4075,5.6525,0.98,0.46347025984000000000
1517583139503180000.00,5.4075,5.6525,0.98,0.46357823680000000000
1517583139503300000.00,5.4075,5.6525,0.98,0.46422748288000000000
1517583139503320000.00,5.4075,5.6525,0.98,0.46433545984000000000
1517583139504960000.00,5.4075,5.6525,0.98,0.47320341376000000000
1517583139507060000.00,5.6525,5.565,0.245,0.48507348288000000000
1517583139507070000.00,5.6525,5.565,0.245,0.48512991744000000000
1517583139507080000.00,5.6525,5.565,0.245,0.48518635200000000000
1517583139509850000.00,5.6525,5.565,0.245,0.50084477184000000000
1517583139512530000.00,5.6525,5.565,0.245,0.51599238656000000000
1517583139514710000.00,6.23,5.7225,-0.0875,0.52957438464000000000
1517583139517350000.00,6.23,5.7225,-0.0875,0.54602078720000000000
1517583139519980000.00,6.23,5.7225,-0.0875,0.56240658432000000000
1517583139520000000.00,6.23,5.7225,-0.0875,0.56253098496000000000
